"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1971957762973446248","Sat Sep 27 15:19:02 +0000 2025","0","lagi laper banget tubuhku dan diriku membutuhkan makanan yang real food eh adanya fast food akhirnya yauda lah makan daripada kelaperan tapi ternyata yang aku makan mbg jadinya keracunan ","1971957762973446248","","","in","","0","0","0","https://x.com/undefined/status/1971957762973446248","561810769",
"1971957755876704648","Sat Sep 27 15:19:00 +0000 2025","0","lagi si fufufafa ni ngapain grebek isi tas lu osis lg razia? gajelas anjing gibran kntl gabisa kerja udh bnr buka catering catering lu noh jadiin vendor mbg","1971957755876704648","","","in","","0","0","0","https://x.com/undefined/status/1971957755876704648","1965985408988205056",
"1971862382906319068","Sat Sep 27 15:18:30 +0000 2025","0","@ARSIPAJA Perintah Rakyat : Jangan lupa tuk minggu besok mulai hari Senin 290925 kirim ke rapat Kabinet Presiden &amp; Menteri² gedung MPR DPR dan DPRD tertuju buat semua pejabat yg pro MBG. Dibuat live sama TV Nasional.. suap persuap kita pantengin diabsen. Harus ditelen ga boleh dilepeh","1971957629561065612","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1971957629561065612","1512923055927922688",
"1971911433941405854","Sat Sep 27 15:17:46 +0000 2025","0","@txtdrimedia Dia lebih sangar di PBB sampai gebrak Meja tapi anak bangsanya keracunan oleh mbg yg di pegang oleh brigjen brigjen boomer malah ngacapruk kamana karep","1971957444944535565","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1971957444944535565","1834197576423493632",
"1971957439353528408","Sat Sep 27 15:17:45 +0000 2025","0","pantesan mbg beracun inspired by him ya","1971957439353528408","","","in","","0","0","0","https://x.com/undefined/status/1971957439353528408","1090210573986410496",
"1971957427752128893","Sat Sep 27 15:17:42 +0000 2025","0","Kata aing pemain emyu mending ngikut ngawasin mbg aja","1971957427752128893","","","in","","0","0","0","https://x.com/undefined/status/1971957427752128893","1241761624022642691",
"1971957414045065580","Sat Sep 27 15:17:39 +0000 2025","0","Mending kalian yang dari pihak MBG yang makan duluan","1971957414045065580","","","in","","0","0","0","https://x.com/undefined/status/1971957414045065580","1428240717965500419",
"1971957408093335899","Sat Sep 27 15:17:37 +0000 2025","0","Reaksi pendukung dogmatis MBG ketika mengetahui nama-nama lucu seperti ecoli salmonella atau shigella: namanya bagus pasti itu nama-nama bidadari surga. Ngomong2 soal bidadari kapan ya aku bisa mendapatkannya di dunia? ","1971957408093335899","","","in","","0","0","0","https://x.com/undefined/status/1971957408093335899","1223179827814887425",
"1971957384085230007","Sat Sep 27 15:17:32 +0000 2025","0","Masyarakat Jabar tetap ingin MBG. Program MBG meringankan beban ekonomi keluarga #JabarButuhMBG https://t.co/6chbGRF8ZZ","1971957384085230007","https://pbs.twimg.com/ext_tw_video_thumb/1971957346881753089/pu/img/irgMc5XzXTa1Tt0G.jpg","","in","","0","0","0","https://x.com/undefined/status/1971957384085230007","1864955089229922304",
"1971141351132758392","Sat Sep 27 15:17:12 +0000 2025","0","@seruanhl @NgkongRoses @Urrangawak @denni_sauya @Ary_PrasKe2 @Anak__Ogi @dcristnugroho @DS_yantie @HumorJonTampan @Marbot_Udien Ooo gob*ok !! Cba anakmu yg makan MBG beracun !!!","1971957300601803045","","seruanhl","in","","0","0","0","https://x.com/undefined/status/1971957300601803045","187491554",
"1971957274064433223","Sat Sep 27 15:17:05 +0000 2025","0","Ibu ektingnya keren banget Jgn ditangisi tpi bertindak dan stop dulu mbg. Matengen dulu","1971957274064433223","","","in","","0","0","0","https://x.com/undefined/status/1971957274064433223","1241734809182859264",
"1971430021253480945","Sat Sep 27 15:16:44 +0000 2025","0","@PartaiSocmed MBG putus rantai kemiskinan gimana caranya memed? Lu dongok banget emang dri zaman dahulu","1971957181944885735","","PartaiSocmed","in","","0","0","0","https://x.com/undefined/status/1971957181944885735","363047261",
"1971957147920736437","Sat Sep 27 15:16:35 +0000 2025","0","Babinsa Jatirejo Koramil 08/Lendah Kodim 0731/Kulon Progo Serka Dasto Jumat (26/9/2025) monitoring penyiapan makanan di Dapur Mandiri Yayasan Patriot Bangsa Mandiri Padukuhan Lendah RT 20 Jatirejo Lendah yang akan didistribusikan ke sekolah-sekolah penerima program MBG. https://t.co/9F6B63WKZo","1971957147920736437","https://pbs.twimg.com/media/G13MkV7b0AAEVdM.jpg","","in","","0","0","0","https://x.com/undefined/status/1971957147920736437","710626216135491584",
"1971957044602458567","Sat Sep 27 15:16:11 +0000 2025","0"," MBG makan BABI guling. Enak yak e ya","1971957044602458567","","","in","","0","0","0","https://x.com/undefined/status/1971957044602458567","1629754316",
