"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1916487103569174874","Tue Apr 29 23:58:59 +0000 2025","0","@malikaelinata Dukung penuh MBG untuk #PenuhiGiziIndonesia","1917368043342291000","","malikaelinata","in","","0","0","0","https://x.com/undefined/status/1917368043342291000","1836249740952104960",
"1917005116621918280","Tue Apr 29 23:57:16 +0000 2025","0","@pop_popiputri Dukung penuh MBG untuk #PenuhiGiziIndonesia","1917367611748409483","","pop_popiputri","in","","0","0","0","https://x.com/undefined/status/1917367611748409483","1711917804277129216",
"1917366631283712256","Tue Apr 29 23:53:22 +0000 2025","0","Program MBG ciptakan pergerakan ekonomi yang berkelanjutan. https://t.co/om2aO8I4IA","1917366631283712256","https://pbs.twimg.com/media/GpvayKwaYAALP3i.jpg","","in","","0","0","0","https://x.com/undefined/status/1917366631283712256","1458957413764141072",
"1917366557547848136","Tue Apr 29 23:53:04 +0000 2025","0","Makanan sehat dari Program MBG membantu mencegah stunting https://t.co/GWclgysepz","1917366557547848136","https://pbs.twimg.com/media/GpvatyWagAAOiyX.jpg","","in","","0","0","0","https://x.com/undefined/status/1917366557547848136","1564568075554664450",
"1917366475398250812","Tue Apr 29 23:52:45 +0000 2025","1","Apakah bisa diterapkan di semua sd? engga makanya sebelum ngerencanain mbg dipikir dulu. Infrastruktur tiap sekoleh gimana jarak katering dengan sekolah seberapa jauh kredibilitas katering gmn. Jangan pj-nya asal ambil katering trus kateringnya korupsi‍️","1917366477780574535","","chiimorra","in","","0","0","0","https://x.com/undefined/status/1917366477780574535","995917960735670272",
"1917357736842453107","Tue Apr 29 23:52:22 +0000 2025","0","@J_M_G_B_ Fucking gong show. Same as it ever was.","1917366380166254861","","J_M_G_B_","en","","0","0","0","https://x.com/undefined/status/1917366380166254861","1554177624649392131",
"1917116487233667184","Tue Apr 29 23:52:11 +0000 2025","0","@kafiradikalis Selalu ada kepentingan pribadi/golongan dlm setiap program harusnya bisa simpel. Misalnya sekolah kecil &lt;200 siswa berikan ke kantin/koperasi yg mengelola. Kalau lebih banyak bbrp kantin biar kantin tetap beroperasi spt biasa. Dg MBG dari luar kantin mati pelan pelan","1917366333278413035","","kafiradikalis","in","","0","0","0","https://x.com/undefined/status/1917366333278413035","1668089108684759042",
"1917180117958492381","Tue Apr 29 23:51:47 +0000 2025","1","@CNNIndonesia Coba nnti pejabat nyicipin MBG duluan ya kan yg buat kebijakan klen khususnya wowok &amp; wakilnya ","1917366233831465079","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1917366233831465079","1335075886228361216",
"1917365915236315491","Tue Apr 29 23:50:31 +0000 2025","0","Beruntunglah sang guru yang sedang berpuasa. Tapi gpplah sang kepsek keracunan dan siswa juga gak jadi menikmati MBG. Yang penting anggaran dari pemerintah tetap mengucur dan kroni2nya rezim bisa menikmati uangnya. Bener kan Pak @prabowo ?","1917365915236315491","","","in","","0","0","0","https://x.com/undefined/status/1917365915236315491","1603683953546006528",
"1917246311117496338","Tue Apr 29 23:49:27 +0000 2025","0","@mbg_Julia Nem se me der dinheiro","1917365644925825407","","","pt","","0","0","0","https://x.com/undefined/status/1917365644925825407","1251582959343276032",
