"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1906394034979196928","Sun Mar 30 23:57:18 +0000 2025","0","@LeonPriceleon48 Warga tak perlu cemas Presiden punya solusi agar program MBG jalan meski banjir menerpa","1906495984043163656","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906495984043163656","1702588250416967680",
"1906495358122742066","Sun Mar 30 23:54:49 +0000 2025","61","For my airdrop peeps have another opportunity for you ! Good opportunity for those of you trying to build up some more capital to trade with MultiBank Group (MBG) is one of the world s largest online financial derivatives providers with a daily trading volume of $18Bn+ The","1906495358122742066","","","en","","3","33","20","https://x.com/undefined/status/1906495358122742066","1486580766234578946",
"1906394314026148203","Sun Mar 30 23:54:22 +0000 2025","0","@hexagrap_id Daerah terdampak banjir jangan khawatir presiden pastikan MBG tetep nyampe","1906495246659404057","","hexagrap_id","in","","0","0","0","https://x.com/undefined/status/1906495246659404057","1696067555230941184",
"1906495037971775947","Sun Mar 30 23:53:32 +0000 2025","3","今夜9時からZADOさん主催の【DJでダンスしよう！】イベントです　玖遠も踊ります https://t.co/Jco2w5kPYy #DJ #ダンス #音楽 #クラブ #オリジナル曲 #cluster #MBG","1906495037971775947","","","ja","","0","0","0","https://x.com/undefined/status/1906495037971775947","1696817955202580481",
"1906083944417620460","Sun Mar 30 23:52:31 +0000 2025","0","@dingtonpa @txtdrimedia MBG ya bang? Maraton Boruto Gitu","1906494782370918759","","dingtonpa","in","","0","0","0","https://x.com/undefined/status/1906494782370918759","1495972984661868545",
"1906394314026148203","Sun Mar 30 23:51:27 +0000 2025","0","@hexagrap_id Arahan presiden pastikan program MBG tetap mengalir ke wilayah banjir","1906494511418880108","","hexagrap_id","in","","0","0","0","https://x.com/undefined/status/1906494511418880108","1696366254637162496",
"1906481570178871466","Sun Mar 30 23:51:18 +0000 2025","0","@evapachecod Mbg","1906494473623789926","","evapachecod","und","","0","0","0","https://x.com/undefined/status/1906494473623789926","1900638113690775554",
"1906394034979196928","Sun Mar 30 23:47:05 +0000 2025","0","@LeonPriceleon48 Meski tantangan besar dari banjir Presiden pastikan MBG terus dinikmati oleh semua publik","1906493415355007364","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906493415355007364","1702179285904265217",
"1906394314026148203","Sun Mar 30 23:46:50 +0000 2025","0","@hexagrap_id Wilayah banjir tak jadi halangan bagi Presiden jalankan program MBG","1906493349223424023","","hexagrap_id","in","","0","0","0","https://x.com/undefined/status/1906493349223424023","1696016342892380160",
"1906493296756793826","Sun Mar 30 23:46:37 +0000 2025","0","Ah bohong banget ini kan antek asing sangat kagum dengan program MBG dan ingin sekali belajar dari suksesnya program Indonesia yg satu ini ","1906493296756793826","","","in","","0","0","0","https://x.com/undefined/status/1906493296756793826","14896176",
"1906394034979196928","Sun Mar 30 23:46:13 +0000 2025","0","@LeonPriceleon48 Presiden katakan walaupun ada banjir MBG tetap lanjut","1906493196827586760","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906493196827586760","1694933987570135041",
"1906394034979196928","Sun Mar 30 23:45:47 +0000 2025","0","@LeonPriceleon48 Tak peduli banjir program MBG tetap disalurkan atas arahan presiden","1906493088375427128","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906493088375427128","1686668953215754240",
"1906492931344847090","Sun Mar 30 23:45:10 +0000 2025","0","#MBG https://t.co/Xzuev4aLEn let's get it on","1906492931344847090","","","en","","0","0","0","https://x.com/undefined/status/1906492931344847090","1308110045373255680",
"1906394314026148203","Sun Mar 30 23:44:12 +0000 2025","0","@hexagrap_id Di balik banjir presiden pastikan distribusi MBG tidak terhenti","1906492689702597068","","hexagrap_id","in","","0","0","0","https://x.com/undefined/status/1906492689702597068","1684476753820229632",
"1906492269588267376","Sun Mar 30 23:42:32 +0000 2025","0","Lfgg #MBG @r_u_n_k","1906492269588267376","","","is","","0","0","0","https://x.com/undefined/status/1906492269588267376","1739106132730232832",
"1906492132606497019","Sun Mar 30 23:41:59 +0000 2025","0","#MBG https://t.co/TeCSMdpmnk","1906492132606497019","","","qme","","1","0","1","https://x.com/undefined/status/1906492132606497019","1524679068523941888",
"1906492127812497667","Sun Mar 30 23:41:58 +0000 2025","0","Lfgg #MBG @r_u_n_k","1906492127812497667","","","is","","0","0","0","https://x.com/undefined/status/1906492127812497667","1739106132730232832",
"1906491727029899771","Sun Mar 30 23:40:23 +0000 2025","0","#MBG https://t.co/wy6cW6GxtD @hasan amazing","1906491727029899771","","","en","","0","0","0","https://x.com/undefined/status/1906491727029899771","1839258746611961856",
"1906394034979196928","Sun Mar 30 23:40:23 +0000 2025","0","@LeonPriceleon48 Dampak banjir nggak jadi penghalang buat distribusi MBG kata presiden","1906491726313013653","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906491726313013653","1702606629332766720",
"1906491383491289564","Sun Mar 30 23:39:01 +0000 2025","21","Dostlar selam Yeni Galxe işlemi ile karşınızdayım. @multibank_io ekosistemi için Galxe görevleri mevcut. MBG ödülleri başladı. Görevleri tamamlayarak erken erişim sağlayabilir staking ödülleriyle pasif gelir elde edebilir ve işlem ücretlerinde avantaj kazanabilirsiniz. https://t.co/j12TSDc6Mw","1906491383491289564","https://pbs.twimg.com/media/GnU22TxWgAAJUVh.jpg","","tr","","0","3","12","https://x.com/undefined/status/1906491383491289564","1949688391",
"1906491376419676500","Sun Mar 30 23:38:59 +0000 2025","0","Lfggg #MBG @r_u_n_k","1906491376419676500","","","und","","0","0","0","https://x.com/undefined/status/1906491376419676500","1739106132730232832",
"1906491065311302013","Sun Mar 30 23:37:45 +0000 2025","0","Nice #MBG @r_u_n_k","1906491065311302013","","","en","","0","0","0","https://x.com/undefined/status/1906491065311302013","1739106132730232832",
"1906394314026148203","Sun Mar 30 23:36:21 +0000 2025","0","@hexagrap_id Presiden yakinkan masyarakat program MBG tetap ada di saat banjir","1906490713027825694","","hexagrap_id","in","","0","0","0","https://x.com/undefined/status/1906490713027825694","1702532074824220672",
"1906394034979196928","Sun Mar 30 23:36:09 +0000 2025","0","@LeonPriceleon48 Presiden dan program MBG satu visi terus alirkan bantuan ke wilayah banjir","1906490661525979625","","LeonPriceleon48","in","","0","0","0","https://x.com/undefined/status/1906490661525979625","1694569068941209600",
"1906490635407814690","Sun Mar 30 23:36:03 +0000 2025","0","#MBG https://t.co/Ib8Nud9T9s @hasan","1906490635407814690","","","qme","","0","0","0","https://x.com/undefined/status/1906490635407814690","1839258746611961856",
"1905998168514601400","Sun Mar 30 23:34:38 +0000 2025","0","@MariaAlkaff_ Gini bilang banyak yg mau belajar dari RI urusan MBG. Inggris aja tahun 2022 kemarin pengen stop program free school mealsnya yg udh berjalan lebih dari puluhan tahun.","1906490279986872791","","MariaAlkaff_","in","","0","0","0","https://x.com/undefined/status/1906490279986872791","1128421675697983488",
